期別,發票號碼,月份,類別,買受人統編,銷售額未稅,稅額,含稅金額,備註
11504,DQ57468971,8月,B2C,,133,7,140,B2C含稅換算
11504,DQ57468972,8月,B2C,,95,5,100,B2C含稅換算
11504,DQ57468973,8月,B2C,,171,9,180,B2C含稅換算
11504,DQ57468974,8月,B2C,,214,11,225,B2C含稅換算
11504,DQ57468975,8月,B2C,,295,15,310,B2C含稅換算
11504,DQ57468976,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468977,8月,B2C,,533,27,560,B2C含稅換算
11504,DQ57468978,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468979,8月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468980,8月,B2C,,329,16,345,B2C含稅換算
11504,DQ57468981,8月,B2C,,257,13,270,B2C含稅換算
11504,DQ57468982,8月,B2C,,95,5,100,B2C含稅換算
11504,DQ57468983,8月,B2C,,314,16,330,B2C含稅換算
11504,DQ57468984,8月,B2C,,57,3,60,B2C含稅換算
11504,DQ57468985,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468986,8月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468987,8月,B2C,,152,8,160,B2C含稅換算
11504,DQ57468988,8月,B2C,,314,16,330,B2C含稅換算
11504,DQ57468989,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468990,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468991,8月,B2C,,248,12,260,B2C含稅換算
11504,DQ57468992,8月,B2C,,205,10,215,B2C含稅換算
11504,DQ57468993,8月,B2C,,419,21,440,B2C含稅換算
11504,DQ57468994,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468995,8月,B2C,,286,14,300,B2C含稅換算
11504,DQ57468996,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468997,8月,B2C,,781,39,820,B2C含稅換算
11504,DQ57468998,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468999,8月,B2C,,71,4,75,B2C含稅換算
11504,DQ57469000,8月,B2C,,143,7,150,B2C含稅換算
11504,DQ57469001,8月,B2C,,171,9,180,B2C含稅換算
11504,DQ57469002,8月,B2C,,143,7,150,B2C含稅換算
11504,DQ57469003,8月,B2C,,429,21,450,B2C含稅換算
11504,DQ57469004,8月,B2C,,133,7,140,B2C含稅換算
11504,DQ57469005,8月,B2C,,48,2,50,B2C含稅換算
11504,DQ57469006,8月,B2C,,48,2,50,B2C含稅換算
11504,DQ57469007,8月,B2C,,286,14,300,B2C含稅換算
11504,DQ57469008,8月,B2C,,257,13,270,B2C含稅換算
11504,DQ57469009,8月,B2C,,248,12,260,B2C含稅換算
11504,DQ57469010,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57469011,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57469012,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57469013,8月,B2C,,105,5,110,B2C含稅換算
11504,DQ57469014,8月,B2C,,314,16,330,B2C含稅換算
11504,DQ57469015,8月,B2C,,429,21,450,B2C含稅換算
11504,DQ57469016,8月,B2C,,514,26,540,B2C含稅換算
11504,DQ57469017,8月,B2C,,143,7,150,B2C含稅換算
11504,DQ57469018,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57469019,8月,B2C,,171,9,180,B2C含稅換算
11504,DQ57469020,8月,B2C,,143,7,150,B2C含稅換算
11504,DQ57469021,8月,B2C,,143,7,150,B2C含稅換算
11504,DQ57469022,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57469023,8月,B2C,,143,7,150,B2C含稅換算
11504,DQ57469024,8月,B2B,91401905,62,3,65,
11504,DQ57469025,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57469026,8月,B2C,,286,14,300,B2C含稅換算
11504,DQ57469027,8月,B2C,,248,12,260,B2C含稅換算
11504,DQ57469028,8月,B2C,,171,9,180,B2C含稅換算
11504,DQ57469029,8月,B2C,,143,7,150,B2C含稅換算
11504,DQ57469030,8月,B2B,17874983,171,9,180,
11504,DQ57469031,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57469032,8月,B2C,,195,10,205,B2C含稅換算
11504,DQ57469033,8月,B2C,,305,15,320,B2C含稅換算
11504,DQ57469034,8月,B2C,,381,19,400,B2C含稅換算
11504,DQ57469035,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57469036,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57469037,8月,B2C,,43,2,45,B2C含稅換算
11504,DQ57469038,8月,B2C,,143,7,150,B2C含稅換算
11504,DQ57469039,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57469040,8月,B2C,,295,15,310,B2C含稅換算
11504,DQ57469041,8月,B2C,,48,2,50,B2C含稅換算
11504,DQ57469042,8月,B2C,,95,5,100,B2C含稅換算
11504,DQ57469043,8月,B2C,,305,15,320,B2C含稅換算
11504,DQ57469044,8月,B2C,,276,14,290,B2C含稅換算
11504,DQ57469045,8月,B2C,,48,2,50,B2C含稅換算
11504,DQ57469046,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57469047,8月,B2C,,133,7,140,B2C含稅換算
11504,DQ57469048,8月,B2C,,71,4,75,B2C含稅換算
11504,DQ57469049,8月,B2C,,781,39,820,B2C含稅換算
11504,DQ57469050,8月,B2C,,571,29,600,B2C含稅換算
11504,DQ57469051,8月,B2C,,71,4,75,B2C含稅換算
11504,DQ57469052,8月,B2C,,305,15,320,B2C含稅換算
11504,DQ57469053,8月,B2C,,152,8,160,B2C含稅換算
11504,DQ57469054,8月,B2C,,171,9,180,B2C含稅換算
11504,DQ57469055,8月,B2C,,695,35,730,B2C含稅換算
11504,DQ57469056,8月,B2C,,267,13,280,B2C含稅換算
11504,DQ57469057,8月,B2C,,71,4,75,B2C含稅換算
11504,DQ57469058,8月,B2C,,248,12,260,B2C含稅換算
11504,DQ57469059,8月,B2C,,295,15,310,B2C含稅換算
11504,DQ57469060,8月,B2C,,143,7,150,B2C含稅換算
11504,DQ57469061,8月,B2C,,276,14,290,B2C含稅換算
11504,DQ57469062,8月,B2C,,171,9,180,B2C含稅換算
11504,DQ57469063,8月,B2C,,286,14,300,B2C含稅換算
11504,DQ57469064,8月,B2C,,171,9,180,B2C含稅換算
11504,DQ57469065,8月,B2C,,143,7,150,B2C含稅換算
11504,DQ57469066,8月,B2C,,295,15,310,B2C含稅換算
11504,DQ57469067,8月,B2C,,71,4,75,B2C含稅換算
11504,DQ57469068,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57469069,8月,B2C,,24,1,25,B2C含稅換算
11504,DQ57469070,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57469071,8月,B2C,,324,16,340,B2C含稅換算
11504,DQ57469072,8月,B2C,,305,15,320,B2C含稅換算
11504,DQ57469073,8月,B2C,,343,17,360,B2C含稅換算
11504,DQ57469074,8月,B2C,,133,7,140,B2C含稅換算
11504,DQ57469075,8月,B2C,,133,7,140,B2C含稅換算
11504,DQ57469076,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57469077,8月,B2C,,571,29,600,B2C含稅換算
11504,DQ57469078,8月,B2C,,143,7,150,B2C含稅換算
11504,DQ57469079,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57469080,8月,B2C,,257,13,270,B2C含稅換算
11504,DQ57469081,8月,B2C,,95,5,100,B2C含稅換算
11504,DQ57469082,8月,B2B,80568836,48,2,50,
11504,DQ57469083,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57469084,8月,B2C,,419,21,440,B2C含稅換算
11504,DQ57469085,8月,B2C,,171,9,180,B2C含稅換算
11504,DQ57469086,8月,B2C,,305,15,320,B2C含稅換算
11504,DQ57469087,8月,B2C,,95,5,100,B2C含稅換算
11504,DQ57469088,8月,B2C,,171,9,180,B2C含稅換算
11504,DQ57469089,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57469090,8月,B2C,,552,28,580,B2C含稅換算
11504,DQ57469091,8月,B2C,,71,4,75,B2C含稅換算
11504,DQ57469092,8月,B2C,,171,9,180,B2C含稅換算
11504,DQ57469093,8月,B2C,,114,6,120,B2C含稅換算
11504,DQ57469094,8月,B2C,,48,2,50,B2C含稅換算
11504,DQ57469095,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57469096,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57469097,8月,B2C,,276,14,290,B2C含稅換算
11504,DQ57469098,8月,B2C,,1086,54,1140,B2C含稅換算
11504,DQ57469099,8月,B2C,,343,17,360,B2C含稅換算
11504,DQ57469100,8月,B2C,,224,11,235,B2C含稅換算
11504,DQ57469101,8月,B2C,,267,13,280,B2C含稅換算
11504,DQ57469102,8月,B2C,,267,13,280,B2C含稅換算
11504,DQ57469103,8月,B2C,,71,4,75,B2C含稅換算
11504,DQ57469104,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57469105,8月,B2C,,305,15,320,B2C含稅換算
11504,DQ57469106,8月,B2C,,71,4,75,B2C含稅換算
11504,DQ57469107,8月,B2C,,48,2,50,B2C含稅換算
11504,DQ57469108,8月,B2C,,133,7,140,B2C含稅換算
11504,DQ57469109,8月,B2C,,152,8,160,B2C含稅換算
11504,DQ57469110,8月,B2C,,133,7,140,B2C含稅換算
11504,DQ57469111,8月,B2C,,133,7,140,B2C含稅換算
11504,DQ57469112,8月,B2C,,133,7,140,B2C含稅換算
11504,DQ57469113,8月,B2C,,48,2,50,B2C含稅換算
11504,DQ57469114,8月,B2C,,95,5,100,B2C含稅換算
11504,DQ57469115,8月,B2C,,38,2,40,B2C含稅換算
11504,DQ57469116,8月,B2C,,190,10,200,B2C含稅換算
11504,DQ57469117,8月,B2C,,267,13,280,B2C含稅換算
11504,DQ57469118,8月,B2C,,171,9,180,B2C含稅換算
11504,DQ57469119,8月,B2C,,171,9,180,B2C含稅換算
11504,DQ57469120,8月,B2C,,114,6,120,B2C含稅換算
11504,DQ57469121,8月,B2C,,276,14,290,B2C含稅換算
11504,DQ57469122,8月,B2C,,467,23,490,B2C含稅換算
11504,DQ57469123,8月,B2C,,171,9,180,B2C含稅換算
11504,DQ57469124,8月,B2C,,171,9,180,B2C含稅換算
11504,DQ57469125,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57469126,8月,B2C,,990,50,1040,B2C含稅換算
11504,DQ57469127,8月,B2C,,295,15,310,B2C含稅換算
11504,DQ57469128,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57469129,8月,B2C,,143,7,150,B2C含稅換算
11504,DQ57469130,8月,B2C,,38,2,40,B2C含稅換算
11504,DQ57469131,8月,B2C,,124,6,130,B2C含稅換算
11504,DQ57469132,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57469133,8月,B2C,,62,3,65,B2C含稅換算
11504,DQ57469134,8月,B2C,,76,4,80,B2C含稅換算
11504,DQ57469135,8月,B2C,,295,15,310,B2C含稅換算
