期別,發票號碼,月份,類別,買受人統編,銷售額未稅,稅額,含稅金額,備註
11504,DQ57467932,7月,B2C,,38,2,40,B2C含稅換算
11504,DQ57467933,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57467934,7月,B2C,,71,4,75,B2C含稅換算
11504,DQ57467935,7月,B2C,,152,8,160,B2C含稅換算
11504,DQ57467936,7月,B2C,,62,3,65,B2C含稅換算
11504,DQ57467937,7月,B2C,,71,4,75,B2C含稅換算
11504,DQ57467938,7月,B2C,,186,9,195,B2C含稅換算
11504,DQ57467939,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57467940,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57467941,7月,B2C,,857,43,900,B2C含稅換算
11504,DQ57467942,7月,B2C,,133,7,140,B2C含稅換算
11504,DQ57467943,7月,B2C,,205,10,215,B2C含稅換算
11504,DQ57467944,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57467945,7月,B2C,,286,14,300,B2C含稅換算
11504,DQ57467946,7月,B2C,,143,7,150,B2C含稅換算
11504,DQ57467947,7月,B2C,,48,2,50,B2C含稅換算
11504,DQ57467948,7月,B2C,,343,17,360,B2C含稅換算
11504,DQ57467949,7月,B2C,,462,23,485,B2C含稅換算
11504,DQ57467950,7月,B2C,,38,2,40,B2C含稅換算
11504,DQ57467951,7月,B2C,,143,7,150,B2C含稅換算
11504,DQ57467952,7月,B2C,,162,8,170,B2C含稅換算
11504,DQ57467953,7月,B2C,,286,14,300,B2C含稅換算
11504,DQ57467954,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57467955,7月,B2C,,162,8,170,B2C含稅換算
11504,DQ57467956,7月,B2C,,619,31,650,B2C含稅換算
11504,DQ57467957,7月,B2C,,38,2,40,B2C含稅換算
11504,DQ57467958,7月,B2C,,38,2,40,B2C含稅換算
11504,DQ57467959,7月,B2C,,1000,50,1050,B2C含稅換算
11504,DQ57467960,7月,B2C,,38,2,40,B2C含稅換算
11504,DQ57467961,7月,B2C,,248,12,260,B2C含稅換算
11504,DQ57467962,7月,B2C,,62,3,65,B2C含稅換算
11504,DQ57467963,7月,B2C,,248,12,260,B2C含稅換算
11504,DQ57467964,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57467965,7月,B2C,,38,2,40,B2C含稅換算
11504,DQ57467966,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57467967,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57467968,7月,B2C,,248,12,260,B2C含稅換算
11504,DQ57467969,7月,B2C,,62,3,65,B2C含稅換算
11504,DQ57467970,7月,B2C,,143,7,150,B2C含稅換算
11504,DQ57467971,7月,B2C,,62,3,65,B2C含稅換算
11504,DQ57467972,7月,B2C,,400,20,420,B2C含稅換算
11504,DQ57467973,7月,B2C,,248,12,260,B2C含稅換算
11504,DQ57467974,7月,B2C,,143,7,150,B2C含稅換算
11504,DQ57467975,7月,B2C,,38,2,40,B2C含稅換算
11504,DQ57467976,7月,B2C,,267,13,280,B2C含稅換算
11504,DQ57467977,7月,B2C,,238,12,250,B2C含稅換算
11504,DQ57467978,7月,B2C,,162,8,170,B2C含稅換算
11504,DQ57467979,7月,B2C,,152,8,160,B2C含稅換算
11504,DQ57467980,7月,B2C,,319,16,335,B2C含稅換算
11504,DQ57467981,7月,B2C,,552,28,580,B2C含稅換算
11504,DQ57467982,7月,B2C,,62,3,65,B2C含稅換算
11504,DQ57467983,7月,B2C,,257,13,270,B2C含稅換算
11504,DQ57467984,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57467985,7月,B2C,,286,14,300,B2C含稅換算
11504,DQ57467986,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57467987,7月,B2C,,62,3,65,B2C含稅換算
11504,DQ57467988,7月,B2C,,143,7,150,B2C含稅換算
11504,DQ57467989,7月,B2C,,429,21,450,B2C含稅換算
11504,DQ57467990,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57467991,7月,B2C,,838,42,880,B2C含稅換算
11504,DQ57467992,7月,B2C,,76,4,80,B2C含稅換算
11504,DQ57467993,7月,作廢,,0,0,0,
11504,DQ57467994,7月,B2C,,95,5,100,B2C含稅換算
11504,DQ57467995,7月,B2C,,48,2,50,B2C含稅換算
11504,DQ57467996,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57467997,7月,B2C,,38,2,40,B2C含稅換算
11504,DQ57467998,7月,B2C,,76,4,80,B2C含稅換算
11504,DQ57467999,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468000,7月,B2C,,248,12,260,B2C含稅換算
11504,DQ57468001,7月,B2C,,267,13,280,B2C含稅換算
11504,DQ57468002,7月,B2C,,171,9,180,B2C含稅換算
11504,DQ57468003,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468004,7月,B2C,,71,4,75,B2C含稅換算
11504,DQ57468005,7月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468006,7月,B2C,,514,26,540,B2C含稅換算
11504,DQ57468007,7月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468008,7月,B2C,,48,2,50,B2C含稅換算
11504,DQ57468009,7月,B2C,,267,13,280,B2C含稅換算
11504,DQ57468010,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468011,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468012,7月,B2C,,171,9,180,B2C含稅換算
11504,DQ57468013,7月,B2C,,162,8,170,B2C含稅換算
11504,DQ57468014,7月,B2C,,133,7,140,B2C含稅換算
11504,DQ57468015,7月,B2C,,71,4,75,B2C含稅換算
11504,DQ57468016,7月,B2C,,257,13,270,B2C含稅換算
11504,DQ57468017,7月,B2C,,133,7,140,B2C含稅換算
11504,DQ57468018,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468019,7月,B2C,,48,2,50,B2C含稅換算
11504,DQ57468020,7月,B2C,,581,29,610,B2C含稅換算
11504,DQ57468021,7月,B2C,,314,16,330,B2C含稅換算
11504,DQ57468022,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468023,7月,B2C,,248,12,260,B2C含稅換算
11504,DQ57468024,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468025,7月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468026,7月,B2C,,4000,200,4200,B2C含稅換算
11504,DQ57468027,7月,B2C,,186,9,195,B2C含稅換算
11504,DQ57468028,7月,B2C,,257,13,270,B2C含稅換算
11504,DQ57468029,7月,B2C,,171,9,180,B2C含稅換算
11504,DQ57468030,7月,B2C,,133,7,140,B2C含稅換算
11504,DQ57468031,7月,B2C,,71,4,75,B2C含稅換算
11504,DQ57468032,7月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468033,7月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468034,7月,B2C,,71,4,75,B2C含稅換算
11504,DQ57468035,7月,B2C,,267,13,280,B2C含稅換算
11504,DQ57468036,7月,B2C,,248,12,260,B2C含稅換算
11504,DQ57468037,7月,B2C,,152,8,160,B2C含稅換算
11504,DQ57468038,7月,B2C,,133,7,140,B2C含稅換算
11504,DQ57468039,7月,B2C,,248,12,260,B2C含稅換算
11504,DQ57468040,7月,B2C,,71,4,75,B2C含稅換算
11504,DQ57468041,7月,B2C,,248,12,260,B2C含稅換算
11504,DQ57468042,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468043,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468044,7月,B2C,,214,11,225,B2C含稅換算
11504,DQ57468045,7月,B2C,,48,2,50,B2C含稅換算
11504,DQ57468046,7月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468047,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468048,7月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468049,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468050,7月,B2C,,495,25,520,B2C含稅換算
11504,DQ57468051,7月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468052,7月,B2C,,248,12,260,B2C含稅換算
11504,DQ57468053,7月,B2C,,600,30,630,B2C含稅換算
11504,DQ57468054,7月,B2C,,133,7,140,B2C含稅換算
11504,DQ57468055,7月,B2C,,257,13,270,B2C含稅換算
11504,DQ57468056,7月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468057,7月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468058,7月,B2C,,638,32,670,B2C含稅換算
11504,DQ57468059,7月,B2C,,324,16,340,B2C含稅換算
11504,DQ57468060,7月,B2C,,71,4,75,B2C含稅換算
11504,DQ57468061,7月,B2C,,267,13,280,B2C含稅換算
11504,DQ57468062,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468063,7月,B2C,,162,8,170,B2C含稅換算
11504,DQ57468064,7月,B2C,,133,7,140,B2C含稅換算
11504,DQ57468065,7月,B2C,,43,2,45,B2C含稅換算
11504,DQ57468066,7月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468067,7月,B2C,,186,9,195,B2C含稅換算
11504,DQ57468068,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468069,7月,B2C,,57,3,60,B2C含稅換算
11504,DQ57468070,7月,B2C,,429,21,450,B2C含稅換算
11504,DQ57468071,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468072,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468073,7月,B2C,,129,6,135,B2C含稅換算
11504,DQ57468074,7月,B2C,,248,12,260,B2C含稅換算
11504,DQ57468075,7月,B2C,,190,10,200,B2C含稅換算
11504,DQ57468076,7月,B2C,,105,5,110,B2C含稅換算
11504,DQ57468077,7月,B2C,,38,2,40,B2C含稅換算
11504,DQ57468078,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468079,7月,B2C,,38,2,40,B2C含稅換算
11504,DQ57468080,7月,B2C,,205,10,215,B2C含稅換算
11504,DQ57468081,7月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468082,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468083,7月,B2C,,152,8,160,B2C含稅換算
11504,DQ57468084,7月,B2C,,38,2,40,B2C含稅換算
11504,DQ57468085,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468086,7月,B2C,,38,2,40,B2C含稅換算
11504,DQ57468087,7月,B2C,,152,8,160,B2C含稅換算
11504,DQ57468088,7月,B2C,,343,17,360,B2C含稅換算
11504,DQ57468089,7月,B2C,,171,9,180,B2C含稅換算
11504,DQ57468090,7月,B2C,,38,2,40,B2C含稅換算
11504,DQ57468091,7月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468092,7月,B2C,,305,15,320,B2C含稅換算
11504,DQ57468093,7月,B2C,,71,4,75,B2C含稅換算
11504,DQ57468094,7月,B2C,,71,4,75,B2C含稅換算
11504,DQ57468095,7月,B2C,,186,9,195,B2C含稅換算
11504,DQ57468096,7月,B2C,,152,8,160,B2C含稅換算
11504,DQ57468097,7月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468098,7月,B2C,,295,15,310,B2C含稅換算
11504,DQ57468099,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468100,7月,B2C,,1143,57,1200,B2C含稅換算
11504,DQ57468101,7月,B2C,,38,2,40,B2C含稅換算
11504,DQ57468102,7月,B2C,,48,2,50,B2C含稅換算
11504,DQ57468103,7月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468104,7月,B2C,,248,12,260,B2C含稅換算
11504,DQ57468105,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468106,7月,B2C,,133,7,140,B2C含稅換算
11504,DQ57468107,7月,B2C,,152,8,160,B2C含稅換算
11504,DQ57468108,7月,B2C,,143,7,150,B2C含稅換算
11504,DQ57468109,7月,B2C,,38,2,40,B2C含稅換算
11504,DQ57468110,7月,B2C,,152,8,160,B2C含稅換算
11504,DQ57468111,7月,B2C,,38,2,40,B2C含稅換算
11504,DQ57468112,7月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468113,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468114,7月,B2C,,857,43,900,B2C含稅換算
11504,DQ57468115,7月,B2C,,124,6,130,B2C含稅換算
11504,DQ57468116,7月,B2C,,314,16,330,B2C含稅換算
11504,DQ57468117,7月,B2C,,195,10,205,B2C含稅換算
11504,DQ57468118,7月,B2C,,71,4,75,B2C含稅換算
11504,DQ57468119,7月,B2C,,152,8,160,B2C含稅換算
11504,DQ57468120,7月,B2C,,295,15,310,B2C含稅換算
11504,DQ57468121,7月,B2C,,62,3,65,B2C含稅換算
11504,DQ57468122,7月,B2C,,62,3,65,B2C含稅換算
